Id;Class;Order;Family;SubFamily;Genus;specific epithet;                  Binomial sp                 ;Individuals
3346;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;basalis;Erythrodiplax basalis;NA
3347;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;branconensis;Erythrodiplax branconensis;NA
3348;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;castanea;Erythrodiplax castanea;NA
3349;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;clitella;Erythrodiplax clitella;NA
3350;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;famula;Erythrodiplax famula;NA
3351;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;fusca;Erythrodiplax fusca;NA
3352;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;juliana;Erythrodiplax juliana;NA
3353;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;latimaculata;Erythrodiplax latimaculata;NA
3354;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;lativittata;Erythrodiplax lativittata;NA
3355;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;laurentia;Erythrodiplax laurentia;NA
3356;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;maculosa;Erythrodiplax maculosa;NA
3357;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;media;Erythrodiplax media;NA
3358;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;melanorubra;Erythrodiplax melanorubra;NA
3359;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;nigricans;Erythrodiplax nigricans;NA
3360;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;ochracea;Erythrodiplax ochracea;NA
3361;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;paraguayensis;Erythrodiplax paraguayensis;NA
3362;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;tenuis;Erythrodiplax tenuis;NA
3363;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;umbrata;Erythrodiplax umbrata;NA
3364;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;unimaculata;Erythrodiplax unimaculata;NA
3365;Insecta;Odonata;Libellulidae;NA;Erythrodiplax;venusta;Erythrodiplax venusta;NA
3366;Insecta;Odonata;Libellulidae;NA;Fylgia;amazonica;Fylgia amazonica;NA
3367;Insecta;Odonata;Aeshnidae;NA;Gynacantha;auricularis;Gynacantha auricularis;NA
3368;Insecta;Odonata;Aeshnidae;NA;Gynacantha;chelifera;Gynacantha chelifera;NA
3369;Insecta;Odonata;Aeshnidae;NA;Gynacantha;dryadula;Gynacantha dryadula;NA
3370;Insecta;Odonata;Aeshnidae;NA;Gynacantha;gracilis;Gynacantha gracilis;NA
3371;Insecta;Odonata;Aeshnidae;NA;Gynacantha;interioris;Gynacantha interioris;NA
3372;Insecta;Odonata;Aeshnidae;NA;Gynacantha;klagesi;Gynacantha klagesi;NA
3373;Insecta;Odonata;Aeshnidae;NA;Gynacantha;litoralis;Gynacantha litoralis;NA
3374;Insecta;Odonata;Aeshnidae;NA;Gynacantha;membranalis;Gynacantha membranalis;NA
3375;Insecta;Odonata;Aeshnidae;NA;Gynacantha;mexicana;Gynacantha mexicana;NA
3376;Insecta;Odonata;Aeshnidae;NA;Gynacantha;nervosa;Gynacantha nervosa;NA
3377;Insecta;Odonata;Aeshnidae;NA;Gynacantha;tenuis;Gynacantha tenuis;NA
3378;Insecta;Odonata;Libellulidae;NA;Gynothemis;pumila;Gynothemis pumila;NA
3379;Insecta;Odonata;Libellulidae;NA;Gynothemis;venipunctata;Gynothemis venipunctata;NA
3380;Insecta;Odonata;Dicteriadidae;NA;Heliocharis;amazona;Heliocharis amazona;NA
3381;Insecta;Odonata;Calopterygidae;NA;Hetaerina;amazonica;Hetaerina amazonica;NA
3382;Insecta;Odonata;Calopterygidae;NA;Hetaerina;auripennis;Hetaerina auripennis;NA
3383;Insecta;Odonata;Calopterygidae;NA;Hetaerina;brightwelli;Hetaerina brightwelli;NA
3384;Insecta;Odonata;Calopterygidae;NA;Hetaerina;curvicauda;Hetaerina curvicauda;NA
3385;Insecta;Odonata;Calopterygidae;NA;Hetaerina;indeprensa;Hetaerina indeprensa;NA
3386;Insecta;Odonata;Calopterygidae;NA;Hetaerina;laesa;Hetaerina laesa;NA
3387;Insecta;Odonata;Calopterygidae;NA;Hetaerina;medinai;Hetaerina medinai;NA
3388;Insecta;Odonata;Calopterygidae;NA;Hetaerina;moribunda;Hetaerina moribunda;NA
3389;Insecta;Odonata;Calopterygidae;NA;Hetaerina;mortua;Hetaerina mortua;NA
3390;Insecta;Odonata;Calopterygidae;NA;Hetaerina;occisa;Hetaerina occisa;NA
3391;Insecta;Odonata;Calopterygidae;NA;Hetaerina;rosea;Hetaerina rosea;NA
3392;Insecta;Odonata;Calopterygidae;NA;Hetaerina;sanguinea;Hetaerina sanguinea;NA
3393;Insecta;Odonata;Calopterygidae;NA;Hetaerina;westfalli;Hetaerina westfalli;NA
3394;Insecta;Odonata;Heteragrionidae;NA;Heteragrion;angustipenne;Heteragrion angustipenne;NA
3395;Insecta;Odonata;Heteragrionidae;NA;Heteragrion;aurantiacum;Heteragrion aurantiacum;NA
3396;Insecta;Odonata;Heteragrionidae;NA;Heteragrion;bariai;Heteragrion bariai;NA
3397;Insecta;Odonata;Heteragrionidae;NA;Heteragrion;gracile;Heteragrion gracile;NA
3398;Insecta;Odonata;Heteragrionidae;NA;Heteragrion;ictericum;Heteragrion ictericum;NA
3399;Insecta;Odonata;Heteragrionidae;NA;Heteragrion;icterops;Heteragrion icterops;NA
3400;Insecta;Odonata;Heteragrionidae;NA;Heteragrion;inca;Heteragrion inca;NA
3401;Insecta;Odonata;Heteragrionidae;NA;Heteragrion;silvarum;Heteragrion silvarum;NA
3402;Insecta;Odonata;Coenagrionidae;NA;Homeoura;nepos;Homeoura nepos;NA
3403;Insecta;Odonata;Coenagrionidae;NA;Homeoura;obrieni;Homeoura obrieni;NA
3404;Insecta;Odonata;Libellulidae;NA;Idiataphe;amazonica;Idiataphe amazonica;NA
3405;Insecta;Odonata;Libellulidae;NA;Idiataphe;batesi;Idiataphe batesi;NA
3406;Insecta;Odonata;Libellulidae;NA;Idiataphe;cubensis;Idiataphe cubensis;NA
3407;Insecta;Odonata;Libellulidae;NA;Idiataphe;longipes;Idiataphe longipes;NA
3408;Insecta;Odonata;Coenagrionidae;NA;Inpabasis;machadoi;Inpabasis machadoi;NA
3409;Insecta;Odonata;Coenagrionidae;NA;Inpabasis;rosea;Inpabasis rosea;NA
3410;Insecta;Odonata;Coenagrionidae;NA;Ischnura;capreolus;Ischnura capreolus;NA
3411;Insecta;Odonata;Coenagrionidae;NA;Ischnura;fluviatilis;Ischnura fluviatilis;NA
3412;Insecta;Odonata;Coenagrionidae;NA;Ischnura;hastata;Ischnura hastata;NA
3413;Insecta;Odonata;Lestidae;NA;Lestes;falcifer;Lestes falcifer;NA
3414;Insecta;Odonata;Lestidae;NA;Lestes;fernandoi;Lestes fernandoi;NA
3415;Insecta;Odonata;Lestidae;NA;Lestes;forficula;Lestes forficula;NA
3416;Insecta;Odonata;Lestidae;NA;Lestes;jurzitzai;Lestes jurzitzai;NA
3417;Insecta;Odonata;Lestidae;NA;Lestes;minutus;Lestes minutus;NA
3418;Insecta;Odonata;Libellulidae;NA;Libellula;herculea;Libellula herculea;NA
3419;Insecta;Odonata;Libellulidae;NA;Macrothemis;brevidens;Macrothemis brevidens;NA
3420;Insecta;Odonata;Libellulidae;NA;Macrothemis;extensa;Macrothemis extensa;NA
3421;Insecta;Odonata;Libellulidae;NA;Macrothemis;flavescens;Macrothemis flavescens;NA
3422;Insecta;Odonata;Libellulidae;NA;Macrothemis;hemichlora;Macrothemis hemichlora;NA
3423;Insecta;Odonata;Libellulidae;NA;Macrothemis;idalia;Macrothemis idalia;NA
3424;Insecta;Odonata;Libellulidae;NA;Macrothemis;newtoni;Macrothemis newtoni;NA
3425;Insecta;Odonata;Libellulidae;NA;Macrothemis;rupicola;Macrothemis rupicola;NA
3426;Insecta;Odonata;Libellulidae;NA;Macrothemis;taurepan;Macrothemis taurepan;NA
3427;Insecta;Odonata;Libellulidae;NA;Macrothemis;tenuis;Macrothemis tenuis;NA
3428;Insecta;Odonata;Coenagrionidae;NA;Mecistogaster;amalia;Mecistogaster amalia;NA
3429;Insecta;Odonata;Coenagrionidae;NA;Mecistogaster;linearis;Mecistogaster linearis;NA
3430;Insecta;Odonata;Coenagrionidae;NA;Mecistogaster;lucretia;Mecistogaster lucretia;NA
3431;Insecta;Odonata;Coenagrionidae;NA;Mecistogaster;ornata;Mecistogaster ornata;NA
3432;Insecta;Odonata;Coenagrionidae;NA;Megapodagrion;megalopus;Megapodagrion megalopus;NA
3433;Insecta;Odonata;Gomphidae;NA;Melanocacus;mungo;Melanocacus mungo;NA
3434;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;acuminata;Mesoleptobasis acuminata;NA
3436;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;cantralli;Mesoleptobasis cantralli;NA
3437;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;elongata;Mesoleptobasis elongata;NA
3438;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;incus;Mesoleptobasis incus;NA
3439;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;amazonica;Metaleptobasis amazonica;NA
3440;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;bicornis;Metaleptobasis bicornis;NA
3441;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;brysonima;Metaleptobasis brysonima;NA
3442;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;diceras;Metaleptobasis diceras;NA
3443;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;falcifera;Metaleptobasis falcifera;NA
3444;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;inermis;Metaleptobasis inermis;NA
3445;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;leniloba;Metaleptobasis leniloba;NA
3446;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;lillianae;Metaleptobasis lillianae;NA
3447;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;minteri;Metaleptobasis minteri;NA
3448;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;paludicola;Metaleptobasis paludicola;NA
3449;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;selysi;Metaleptobasis selysi;NA
3450;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;spatulata;Metaleptobasis spatulata;NA
3451;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;tridentigera;Metaleptobasis tridentigera;NA
3452;Insecta;Odonata;Coenagrionidae;NA;Mesoleptobasis;truncata;Metaleptobasis truncata;NA
3453;Insecta;Odonata;Libellulidae;NA;Miathyria;marcella;Miathyria marcella;NA
3454;Insecta;Odonata;Libellulidae;NA;Miathyria;simplex;Miathyria simplex;NA
3455;Insecta;Odonata;Libellulidae;NA;Micrathyria;almeidai;Micrathyria almeidai;NA
3456;Insecta;Odonata;Libellulidae;NA;Micrathyria;artemis;Micrathyria artemis;NA
3457;Insecta;Odonata;Libellulidae;NA;Micrathyria;athenais;Micrathyria athenais;NA
3458;Insecta;Odonata;Libellulidae;NA;Micrathyria;atra;Micrathyria atra;NA
3459;Insecta;Odonata;Libellulidae;NA;Micrathyria;catenata;Micrathyria catenata;NA
3460;Insecta;Odonata;Libellulidae;NA;Micrathyria;dido;Micrathyria dido;NA
3461;Insecta;Odonata;Libellulidae;NA;Micrathyria;eximia;Micrathyria eximia;NA
3462;Insecta;Odonata;Libellulidae;NA;Micrathyria;hesperis;Micrathyria hesperis;NA
3463;Insecta;Odonata;Libellulidae;NA;Micrathyria;hippolyte;Micrathyria hippolyte;NA
3464;Insecta;Odonata;Libellulidae;NA;Micrathyria;laevigata;Micrathyria laevigata;NA
3465;Insecta;Odonata;Libellulidae;NA;Micrathyria;mengeri;Micrathyria mengeri;NA
3466;Insecta;Odonata;Libellulidae;NA;Micrathyria;occipita;Micrathyria occipita;NA
3467;Insecta;Odonata;Libellulidae;NA;Micrathyria;ocellata;Micrathyria ocellata;NA
3468;Insecta;Odonata;Libellulidae;NA;Micrathyria;pirassunungae;Micrathyria pirassunungae;NA
3469;Insecta;Odonata;Libellulidae;NA;Micrathyria;pseudeximia;Micrathyria pseudeximia;NA
3470;Insecta;Odonata;Libellulidae;NA;Micrathyria;pseudhypodidyma;Micrathyria pseudhypodidyma;NA
3471;Insecta;Odonata;Libellulidae;NA;Micrathyria;romani;Micrathyria romani;NA
3472;Insecta;Odonata;Libellulidae;NA;Micrathyria;spinifera;Micrathyria spinifera;NA
3473;Insecta;Odonata;Libellulidae;NA;Micrathyria;spuria;Micrathyria spuria;NA
3474;Insecta;Odonata;Libellulidae;NA;Micrathyria;stawiarskii;Micrathyria stawiarskii;NA
3475;Insecta;Odonata;Libellulidae;NA;Micrathyria;tibialis;Micrathyria tibialis;NA
3476;Insecta;Odonata;Libellulidae;NA;Micrathyria;venezuelae;Micrathyria venezuelae;NA
3477;Insecta;Odonata;Coenagrionidae;NA;Microstigma;anomalum;Microstigma anomalum;NA
3478;Insecta;Odonata;Coenagrionidae;NA;Microstigma;maculatum;Microstigma maculatum;NA
3479;Insecta;Odonata;Coenagrionidae;NA;Microstigma;rotundatum;Microstigma rotundatum;NA
3480;Insecta;Odonata;Libellulidae;NA;Misagria;divergens;Misagria divergens;NA
3481;Insecta;Odonata;Libellulidae;NA;Misagria;parana;Misagria parana;NA
3482;Insecta;Odonata;Calopterygidae;NA;Mnesarete;aenea;Mnesarete aenea;NA
3483;Insecta;Odonata;Calopterygidae;NA;Mnesarete;astrape;Mnesarete astrape;NA
3484;Insecta;Odonata;Calopterygidae;NA;Mnesarete;cupraea;Mnesarete cupraea;NA
3485;Insecta;Odonata;Calopterygidae;NA;Mnesarete;fuscibasis;Mnesarete fuscibasis;NA
3486;Insecta;Odonata;Calopterygidae;NA;Mnesarete;guttifera;Mnesarete guttifera;NA
3487;Insecta;Odonata;Calopterygidae;NA;Mnesarete;loutoni;Mnesarete loutoni;NA
3488;Insecta;Odonata;Calopterygidae;NA;Mnesarete;machadoi;Mnesarete machadoi;NA
3489;Insecta;Odonata;Calopterygidae;NA;Mnesarete;smaragdina;Mnesarete smaragdina;NA
3490;Insecta;Odonata;Calopterygidae;NA;Mnesarete;williamsoni;Mnesarete williamsoni;NA
3491;Insecta;Odonata;Coenagrionidae;NA;Neoneura;bilinearis;Neoneura bilinearis;NA
3492;Insecta;Odonata;Coenagrionidae;NA;Neoneura;denticulata;Neoneura denticulata;NA
3493;Insecta;Odonata;Coenagrionidae;NA;Neoneura;desana;Neoneura desana;NA
3494;Insecta;Odonata;Coenagrionidae;NA;Neoneura;fulvicollis;Neoneura fulvicollis;NA
3495;Insecta;Odonata;Coenagrionidae;NA;Neoneura;joana;Neoneura joana;NA
3496;Insecta;Odonata;Coenagrionidae;NA;Neoneura;luzmarina;Neoneura luzmarina;NA
3497;Insecta;Odonata;Coenagrionidae;NA;Neoneura;moorei;Neoneura moorei;NA
3498;Insecta;Odonata;Coenagrionidae;NA;Neoneura;myrthea;Neoneura myrthea;NA
3499;Insecta;Odonata;Coenagrionidae;NA;Neoneura;rubriventris;Neoneura rubriventris;NA
3500;Insecta;Odonata;Coenagrionidae;NA;Neoneura;rufithorax;Neoneura rufithorax;NA
3501;Insecta;Odonata;Coenagrionidae;NA;Neoneura;sylvatica;Neoneura sylvatica;NA
3502;Insecta;Odonata;Libellulidae;NA;Nephepeltia;aequisetis;Nephepeltia aequisetis;NA
3503;Insecta;Odonata;Libellulidae;NA;Nephepeltia;flavifrons;Nephepeltia flavifrons;NA
3504;Insecta;Odonata;Libellulidae;NA;Nephepeltia;flavipennis;Nephepeltia flavipennis;NA
3505;Insecta;Odonata;Libellulidae;NA;Nephepeltia;leonardina;Nephepeltia leonardina;NA
3506;Insecta;Odonata;Libellulidae;NA;Nephepeltia;phryne;Nephepeltia phryne;NA
3507;Insecta;Odonata;Aeshnidae;NA;Neuraeschna;calverti;Neuraeschna calverti;NA
3508;Insecta;Odonata;Aeshnidae;NA;Neuraeschna;claviforcipata;Neuraeschna claviforcipata;NA
3509;Insecta;Odonata;Aeshnidae;NA;Neuraeschna;costalis;Neuraeschna costalis;NA
3510;Insecta;Odonata;Aeshnidae;NA;Neuraeschna;dentigera;Neuraeschna dentigera;NA
3511;Insecta;Odonata;Aeshnidae;NA;Neuraeschna;harpya;Neuraeschna harpya;NA
3512;Insecta;Odonata;Aeshnidae;NA;Neuraeschna;producta;Neuraeschna producta;NA
3513;Insecta;Odonata;Aeshnidae;NA;Neuraeschna;tapajonica;Neuraeschna tapajonica;NA
3514;Insecta;Odonata;Libellulidae;NA;Oligoclada;abbreviata;Oligoclada abbreviata;NA
3515;Insecta;Odonata;Libellulidae;NA;Oligoclada;amphinome;Oligoclada amphinome;NA
3516;Insecta;Odonata;Libellulidae;NA;Oligoclada;crocogaster;Oligoclada crocogaster;NA
3517;Insecta;Odonata;Libellulidae;NA;Oligoclada;laetitia;Oligoclada laetitia;NA
3518;Insecta;Odonata;Libellulidae;NA;Oligoclada;monosticha;Oligoclada monosticha;NA
3519;Insecta;Odonata;Libellulidae;NA;Oligoclada;pachystigma;Oligoclada pachystigma;NA
3520;Insecta;Odonata;Libellulidae;NA;Oligoclada;risi;Oligoclada risi;NA
3521;Insecta;Odonata;Libellulidae;NA;Oligoclada;sylvia;Oligoclada sylvia;NA
3522;Insecta;Odonata;Libellulidae;NA;Oligoclada;walkeri;Oligoclada walkeri;NA
3523;Insecta;Odonata;Libellulidae;NA;Oligoclada;xanthopleura;Oligoclada xanthopleura;NA
3524;Insecta;Odonata;Libellulidae;NA;Orthemis;aciculata;Orthemis aciculata;NA
3525;Insecta;Odonata;Libellulidae;NA;Orthemis;aequilibris;Orthemis aequilibris;NA
3526;Insecta;Odonata;Libellulidae;NA;Orthemis;ambirufa;Orthemis ambirufa;NA
3527;Insecta;Odonata;Libellulidae;NA;Orthemis;attenuata;Orthemis attenuata;NA
3528;Insecta;Odonata;Libellulidae;NA;Orthemis;biolleyi;Orthemis biolleyi;NA
3529;Insecta;Odonata;Libellulidae;NA;Orthemis;concolor;Orthemis concolor;NA
3530;Insecta;Odonata;Libellulidae;NA;Orthemis;coracina;Orthemis coracina;NA
3531;Insecta;Odonata;Libellulidae;NA;Orthemis;cultriformis;Orthemis cultriformis;NA
3532;Insecta;Odonata;Libellulidae;NA;Orthemis;discolor;Orthemis discolor;NA
3533;Insecta;Odonata;Libellulidae;NA;Orthemis;ferruginea;Orthemis ferruginea;NA
3534;Insecta;Odonata;Libellulidae;NA;Orthemis;schmidti;Orthemis schmidti;NA
3535;Insecta;Odonata;Coenagrionidae;NA;Oxyagrion;brevistigma;Oxyagrion brevistigma;NA
3536;Insecta;Odonata;Coenagrionidae;NA;Oxyagrion;chapadense;Oxyagrion chapadense;NA
3537;Insecta;Odonata;Coenagrionidae;NA;Oxyagrion;evanescens;Oxyagrion evanescens;NA
3538;Insecta;Odonata;Coenagrionidae;NA;Oxyagrion;impunctatum;Oxyagrion impunctatum;NA
3539;Insecta;Odonata;Coenagrionidae;NA;Oxyagrion;sulmatogrossense;Oxyagrion sulmatogrossense;NA
3540;Insecta;Odonata;Heteragrionidae;NA;Oxystigma;cyanofrons;Oxystigma cyanofrons;NA
3541;Insecta;Odonata;Heteragrionidae;NA;Oxystigma;petiolatum;Oxystigma petiolatum;NA
3542;Insecta;Odonata;Platystictidae;NA;Palaemnema;brasiliensis;Palaemnema brasiliensis;NA
3543;Insecta;Odonata;Libellulidae;NA;Pantala;flavescens;Pantala flavescens;NA
3544;Insecta;Odonata;Perilestidae;NA;Perilestes;attenuatus;Perilestes attenuatus;NA
3545;Insecta;Odonata;Perilestidae;NA;Perilestes;gracillimus;Perilestes gracillimus;NA
3546;Insecta;Odonata;Perilestidae;NA;Perilestes;kahli;Perilestes kahli;NA
3547;Insecta;Odonata;Perilestidae;NA;Perilestes;solutus;Perilestes solutus;NA
3548;Insecta;Odonata;Perilestidae;NA;Perissolestes;cornutus;Perissolestes cornutus;NA
3549;Insecta;Odonata;Perilestidae;NA;Perissolestes;flinti;Perissolestes flinti;NA
3550;Insecta;Odonata;Coenagrionidae;NA;Peristicta;jalmosi;Peristicta jalmosi;NA
3551;Insecta;Odonata;Coenagrionidae;NA;Peristicta;janiceae;Peristicta janiceae;NA
3552;Insecta;Odonata;Libellulidae;NA;Perithemis;bella;Perithemis bella;NA
3553;Insecta;Odonata;Libellulidae;NA;Perithemis;cornelia;Perithemis cornelia;NA
3554;Insecta;Odonata;Libellulidae;NA;Perithemis;electra;Perithemis electra;NA
3555;Insecta;Odonata;Libellulidae;NA;Perithemis;icteroptera;Perithemis icteroptera;NA
3556;Insecta;Odonata;Libellulidae;NA;Perithemis;lais;Perithemis lais;NA
3557;Insecta;Odonata;Libellulidae;NA;Perithemis;parzefalli;Perithemis parzefalli;NA
3558;Insecta;Odonata;Libellulidae;NA;Perithemis;thais;Perithemis thais;NA
3560;Insecta;Odonata;Coenagrionidae;NA;Phasmoneura;janirae;Phasmoneura janirae;NA
3561;Insecta;Odonata;Coenagrionidae;NA;Phoenicagrion;flammeum;Phoenicagrion flammeum;NA
3562;Insecta;Odonata;Coenagrionidae;NA;Phoenicagrion;flavescens;Phoenicagrion flavescens;NA
3563;Insecta;Odonata;Coenagrionidae;NA;Phoenicagrion;ibseni;Phoenicagrion ibseni;NA
3564;Insecta;Odonata;Coenagrionidae;NA;Phoenicagrion;karaja;Phoenicagrion karaja;NA
3565;Insecta;Odonata;Coenagrionidae;NA;Phoenicagrion;megalobos;Phoenicagrion megalobos;NA
3566;Insecta;Odonata;Gomphidae;NA;Phyllocycla;argentina;Phyllocycla argentina;NA
3567;Insecta;Odonata;Gomphidae;NA;Phyllocycla;armata;Phyllocycla armata;NA
3568;Insecta;Odonata;Gomphidae;NA;Phyllocycla;bartica;Phyllocycla bartica;NA
3569;Insecta;Odonata;Gomphidae;NA;Phyllocycla;modesta;Phyllocycla modesta;NA
3570;Insecta;Odonata;Gomphidae;NA;Phyllocycla;neotropica;Phyllocycla neotropica;NA
3571;Insecta;Odonata;Gomphidae;NA;Phyllocycla;ophis;Phyllocycla ophis;NA
3572;Insecta;Odonata;Gomphidae;NA;Phyllocycla;sordida;Phyllocycla sordida;NA
3573;Insecta;Odonata;Gomphidae;NA;Phyllogomphoides;andromeda;Phyllogomphoides andromeda;NA
3574;Insecta;Odonata;Gomphidae;NA;Phyllogomphoides;atlanticus;Phyllogomphoides atlanticus;NA
3575;Insecta;Odonata;Gomphidae;NA;Phyllogomphoides;major;Phyllogomphoides major;NA
3576;Insecta;Odonata;Gomphidae;NA;Phyllogomphoides;pedunculus;Phyllogomphoides pedunculus;NA
3577;Insecta;Odonata;Gomphidae;NA;Phyllogomphoides;pseudangularis;Phyllogomphoides pseudangularis;NA
3578;Insecta;Odonata;Gomphidae;NA;Phyllogomphoides;suspectus;Phyllogomphoides suspectus;NA
3579;Insecta;Odonata;Gomphidae;NA;Phyllogomphoides;undulatus;Phyllogomphoides undulatus;NA
3580;Insecta;Odonata;Libellulidae;NA;Planiplax;phoenicura;Planiplax phoenicura;NA
3581;Insecta;Odonata;Polythoridae;NA;Polythore;beata;Polythore beata;NA
3582;Insecta;Odonata;Polythoridae;NA;Polythore;picta;Polythore picta;NA
3583;Insecta;Odonata;Polythoridae;NA;Polythore;vittata;Polythore vittata;NA
3584;Insecta;Odonata;Gomphidae;NA;Progomphus;angeloi;Progomphus angeloi;NA
3585;Insecta;Odonata;Gomphidae;NA;Progomphus;approximatus;Progomphus approximatus;NA
3586;Insecta;Odonata;Gomphidae;NA;Progomphus;delicatus;Progomphus delicatus;NA
3587;Insecta;Odonata;Gomphidae;NA;Progomphus;guyanensis;Progomphus guyanensis;NA
3588;Insecta;Odonata;Gomphidae;NA;Progomphus;intricatus;Progomphus intricatus;NA
3589;Insecta;Odonata;Gomphidae;NA;Progomphus;maculatus;Progomphus maculatus;NA
3590;Insecta;Odonata;Gomphidae;NA;Progomphus;perithemoides;Progomphus perithemoides;NA
3591;Insecta;Odonata;Gomphidae;NA;Progomphus;phyllochromus;Progomphus phyllochromus;NA
3592;Insecta;Odonata;Gomphidae;NA;Progomphus;pygmaeus;Progomphus pygmaeus;NA
3593;Insecta;Odonata;Gomphidae;NA;Progomphus;tibialis;Progomphus tibialis;NA
3594;Insecta;Odonata;Coenagrionidae;NA;Protoneura;amatoria;Protoneura amatoria;NA
3595;Insecta;Odonata;Coenagrionidae;NA;Protoneura;paucinervis;Protoneura paucinervis;NA
3596;Insecta;Odonata;Coenagrionidae;NA;Protoneura;scintilla;Protoneura scintilla;NA
3597;Insecta;Odonata;Coenagrionidae;NA;Protoneura;tenuis;Protoneura tenuis;NA
3598;Insecta;Odonata;Coenagrionidae;NA;Psaironeura;bifurcata;Psaironeura bifurcata;NA
3599;Insecta;Odonata;Coenagrionidae;NA;Psaironeura;tenuissima;Psaironeura tenuissima;NA
3600;Insecta;Odonata;Libellulidae;NA;Rhodopygia;cardinalis;Rhodopygia cardinalis;NA
3601;Insecta;Odonata;Libellulidae;NA;Rhodopygia;geijskesi;Rhodopygia geijskesi;NA
3602;Insecta;Odonata;Libellulidae;NA;Rhodopygia;hollandi;Rhodopygia hollandi;NA
3603;Insecta;Odonata;Rimanellidae;NA;Rimanella;arcana;Rimanella arcana;NA
3604;Insecta;Odonata;Aeshnidae;NA;Staurophlebia;reticulata;Staurophlebia reticulata;NA
3605;Insecta;Odonata;Aeshnidae;NA;Staurophlebia;wayana;Staurophlebia wayana;NA
3606;Insecta;Odonata;Libellulidae;NA;Tauriphila;argo;Tauriphila argo;NA
3607;Insecta;Odonata;Libellulidae;NA;Tauriphila;australis;Tauriphila australis;NA
3608;Insecta;Odonata;Coenagrionidae;NA;Telebasis;abuna;Telebasis abuna;NA
3609;Insecta;Odonata;Coenagrionidae;NA;Telebasis;carmesina;Telebasis carmesina;NA
3610;Insecta;Odonata;Coenagrionidae;NA;Telebasis;carminita;Telebasis carminita;NA
3611;Insecta;Odonata;Coenagrionidae;NA;Telebasis;carvalhoi;Telebasis carvalhoi;NA
3612;Insecta;Odonata;Coenagrionidae;NA;Telebasis;celiovallei;Telebasis celiovallei;NA
3613;Insecta;Odonata;Coenagrionidae;NA;Telebasis;coccinea;Telebasis coccinea;NA
3614;Insecta;Odonata;Coenagrionidae;NA;Telebasis;corallina;Telebasis corallina;NA
3615;Insecta;Odonata;Coenagrionidae;NA;Telebasis;corbeti;Telebasis corbeti;NA
3616;Insecta;Odonata;Coenagrionidae;NA;Telebasis;demarara;Telebasis demarara;NA
3617;Insecta;Odonata;Coenagrionidae;NA;Telebasis;divaricata;Telebasis divaricata;NA
3618;Insecta;Odonata;Coenagrionidae;NA;Telebasis;gigantea;Telebasis gigantea;NA
3619;Insecta;Odonata;Coenagrionidae;NA;Telebasis;griffinii;Telebasis griffinii;NA
3620;Insecta;Odonata;Coenagrionidae;NA;Telebasis;inalata;Telebasis inalata;NA
3621;Insecta;Odonata;Coenagrionidae;NA;Telebasis;lenkoi;Telebasis lenkoi;NA
3622;Insecta;Odonata;Coenagrionidae;NA;Telebasis;obsoleta;Telebasis obsoleta;NA
3623;Insecta;Odonata;Coenagrionidae;NA;Telebasis;pallida;Telebasis pallida;NA
3624;Insecta;Odonata;Coenagrionidae;NA;Telebasis;racenisi;Telebasis racenisi;NA
3625;Insecta;Odonata;Coenagrionidae;NA;Telebasis;rubricauda;Telebasis rubricauda;NA
3626;Insecta;Odonata;Coenagrionidae;NA;Telebasis;sanguinalis;Telebasis sanguinalis;NA
